timestamp,product_id,price,competitor_price,visitors,stock,promotion,day_of_week,hour,season,sales
2024-02-07 01:00:00,101,500.0,477.09,237,53,0,2,1,normal,8
2024-02-07 02:00:00,101,500.0,406.65,249,56,0,2,2,normal,14
2024-02-07 03:00:00,101,350.0,451.95,233,53,0,2,3,normal,10
2024-02-07 04:00:00,101,300.0,438.82,233,45,0,2,4,normal,19
2024-02-07 05:00:00,101,500.0,462.54,264,48,0,2,5,normal,8
2024-02-07 06:00:00,101,200.0,475.42,236,41,0,2,6,normal,24
2024-02-07 07:00:00,101,200.0,448.22,270,68,0,2,7,normal,29
2024-02-07 08:00:00,101,450.0,428.58,249,50,0,2,8,normal,7
2024-02-07 09:00:00,101,200.0,421.19,237,52,0,2,9,normal,28
2024-02-07 10:00:00,101,450.0,455.53,258,46,0,2,10,normal,12
2024-02-07 11:00:00,101,450.0,442.63,242,53,0,2,11,normal,8
2024-02-07 12:00:00,101,450.0,450.38,227,59,0,2,12,normal,10
2024-02-07 13:00:00,101,350.0,450.71,231,59,0,2,13,normal,13
2024-02-07 14:00:00,101,200.0,449.61,192,56,0,2,14,normal,21
2024-02-07 15:00:00,101,350.0,429.48,198,54,0,2,15,normal,10
2024-02-07 16:00:00,101,400.0,431.82,192,38,0,2,16,normal,4
2024-02-07 17:00:00,101,400.0,444.3,229,45,0,2,17,normal,8
2024-02-07 18:00:00,101,400.0,458.38,197,47,0,2,18,normal,5
2024-02-07 19:00:00,101,350.0,463.79,212,50,0,2,19,normal,15
2024-02-07 20:00:00,101,450.0,458.74,210,60,1,2,20,normal,18
2024-02-07 21:00:00,101,400.0,437.97,209,54,0,2,21,normal,9
2024-02-07 22:00:00,101,450.0,457.44,207,36,0,2,22,normal,6
2024-02-07 23:00:00,101,500.0,450.15,217,55,0,2,23,normal,7
2024-02-08 00:00:00,101,400.0,450.16,213,19,0,3,0,normal,14
2024-02-08 01:00:00,101,350.0,449.39,235,54,0,3,1,normal,17
2024-02-08 02:00:00,101,200.0,481.71,208,54,0,3,2,normal,17
2024-02-08 03:00:00,101,450.0,435.38,229,44,0,3,3,normal,13
2024-02-08 04:00:00,101,500.0,452.4,237,65,0,3,4,normal,8
2024-02-08 05:00:00,101,500.0,494.49,237,38,0,3,5,normal,10
2024-02-08 06:00:00,101,450.0,464.63,213,48,0,3,6,normal,5
2024-02-08 07:00:00,101,400.0,420.22,251,58,0,3,7,normal,9
2024-02-08 08:00:00,101,400.0,487.08,264,36,0,3,8,normal,11
2024-02-08 09:00:00,101,400.0,442.02,250,50,0,3,9,normal,12
2024-02-08 10:00:00,101,500.0,478.7,212,47,0,3,10,normal,10
2024-02-08 11:00:00,101,450.0,435.23,228,39,0,3,11,normal,8
2024-02-08 12:00:00,101,300.0,435.92,240,61,0,3,12,normal,10
2024-02-08 13:00:00,101,400.0,485.07,216,37,0,3,13,normal,7
2024-02-08 14:00:00,101,350.0,440.32,206,47,0,3,14,normal,11
2024-02-08 15:00:00,101,300.0,442.0,190,25,0,3,15,normal,14
2024-02-08 16:00:00,101,300.0,471.96,205,37,0,3,16,normal,14
2024-02-08 17:00:00,101,300.0,451.19,186,57,0,3,17,normal,9
2024-02-08 18:00:00,101,350.0,460.94,169,56,0,3,18,normal,12
2024-02-08 19:00:00,101,400.0,428.92,217,54,0,3,19,normal,10
2024-02-08 20:00:00,101,500.0,466.42,188,39,0,3,20,normal,4
2024-02-08 21:00:00,101,200.0,445.29,204,33,0,3,21,normal,25
2024-02-08 22:00:00,101,400.0,423.56,187,41,0,3,22,normal,9
2024-02-08 23:00:00,101,450.0,433.37,205,69,0,3,23,normal,7
2024-02-09 00:00:00,101,350.0,458.13,196,45,0,4,0,normal,8
2024-02-09 01:00:00,101,300.0,445.26,183,44,0,4,1,normal,9
2024-02-09 02:00:00,101,300.0,448.54,187,50,0,4,2,normal,14
2024-02-09 03:00:00,101,350.0,453.54,200,38,0,4,3,normal,11
2024-02-09 04:00:00,101,450.0,444.48,189,48,0,4,4,normal,8
2024-02-09 05:00:00,101,300.0,437.32,210,49,0,4,5,normal,9
2024-02-09 06:00:00,101,400.0,437.18,203,48,0,4,6,normal,8
2024-02-09 07:00:00,101,500.0,444.12,180,54,0,4,7,normal,6
2024-02-09 08:00:00,101,350.0,435.41,215,37,0,4,8,normal,15
2024-02-09 09:00:00,101,300.0,447.06,221,29,0,4,9,normal,16
2024-02-09 10:00:00,101,400.0,439.86,201,43,0,4,10,normal,8
2024-02-09 11:00:00,101,200.0,440.24,186,48,0,4,11,normal,21
2024-02-09 12:00:00,101,450.0,445.07,208,39,0,4,12,normal,8
2024-02-09 13:00:00,101,200.0,457.38,170,41,0,4,13,normal,15
2024-02-09 14:00:00,101,350.0,446.22,178,46,0,4,14,normal,10
2024-02-09 15:00:00,101,350.0,434.97,163,62,0,4,15,normal,9
2024-02-09 16:00:00,101,450.0,461.98,163,29,0,4,16,normal,7
2024-02-09 17:00:00,101,350.0,423.91,169,53,0,4,17,normal,5
2024-02-09 18:00:00,101,400.0,445.72,176,54,0,4,18,normal,13
2024-02-09 19:00:00,101,350.0,453.45,166,31,0,4,19,normal,8
2024-02-09 20:00:00,101,200.0,460.82,184,33,1,4,20,normal,25
2024-02-09 21:00:00,101,450.0,440.65,178,60,0,4,21,normal,7
2024-02-09 22:00:00,101,350.0,431.22,171,43,0,4,22,normal,5
2024-02-09 23:00:00,101,500.0,478.58,159,52,0,4,23,normal,6
2024-02-10 00:00:00,101,350.0,422.77,175,34,0,5,0,normal,6
2024-02-10 01:00:00,101,350.0,454.88,166,44,0,5,1,normal,7
2024-02-10 02:00:00,101,350.0,452.81,202,44,0,5,2,normal,8
2024-02-10 03:00:00,101,350.0,412.22,203,55,0,5,3,normal,16
2024-02-10 04:00:00,101,500.0,428.35,194,37,0,5,4,normal,7
2024-02-10 05:00:00,101,450.0,446.98,169,29,0,5,5,normal,12
2024-02-10 06:00:00,101,400.0,433.91,222,41,1,5,6,normal,19
2024-02-10 07:00:00,101,350.0,441.83,207,49,0,5,7,normal,7
2024-02-10 08:00:00,101,400.0,386.24,203,36,0,5,8,normal,14
2024-02-10 09:00:00,101,500.0,442.5,208,32,0,5,9,normal,7
2024-02-10 10:00:00,101,400.0,408.65,193,58,0,5,10,normal,13
2024-02-10 11:00:00,101,300.0,446.02,186,47,0,5,11,normal,10
2024-02-10 12:00:00,101,400.0,465.81,167,18,0,5,12,normal,6
2024-02-10 13:00:00,101,500.0,447.96,170,28,0,5,13,normal,6
2024-02-10 14:00:00,101,400.0,408.43,160,26,0,5,14,normal,4
2024-02-10 15:00:00,101,450.0,423.74,151,57,0,5,15,normal,8
2024-02-10 16:00:00,101,450.0,455.97,141,35,0,5,16,normal,9
2024-02-10 17:00:00,101,400.0,428.9,158,30,0,5,17,normal,8
2024-02-10 18:00:00,101,450.0,424.57,147,39,0,5,18,normal,4
2024-02-10 19:00:00,101,450.0,441.39,151,28,0,5,19,normal,5
2024-02-10 20:00:00,101,500.0,464.72,155,46,0,5,20,normal,2
2024-02-10 21:00:00,101,450.0,458.79,159,41,0,5,21,normal,6
2024-02-10 22:00:00,101,400.0,440.88,134,29,0,5,22,normal,4
2024-02-10 23:00:00,101,450.0,472.55,159,37,0,5,23,normal,6
2024-02-11 00:00:00,101,500.0,435.54,192,54,0,6,0,normal,10
2024-02-11 01:00:00,101,400.0,397.7,194,45,0,6,1,normal,15
2024-02-11 02:00:00,101,300.0,447.52,172,31,0,6,2,normal,7
2024-02-11 03:00:00,101,300.0,429.97,187,39,0,6,3,normal,15
2024-02-11 04:00:00,101,450.0,446.09,207,36,0,6,4,normal,12
2024-02-11 05:00:00,101,400.0,451.74,195,23,0,6,5,normal,14
2024-02-11 06:00:00,101,350.0,446.94,203,24,0,6,6,normal,11
2024-02-11 07:00:00,101,450.0,439.22,183,46,0,6,7,normal,10
2024-02-11 08:00:00,101,400.0,401.93,162,39,0,6,8,normal,12
2024-02-11 09:00:00,101,300.0,446.78,183,26,0,6,9,normal,7
2024-02-11 10:00:00,101,450.0,428.7,173,39,0,6,10,normal,11
2024-02-11 11:00:00,101,400.0,425.21,209,34,1,6,11,normal,13
2024-02-11 12:00:00,101,400.0,407.73,195,42,0,6,12,normal,15
2024-02-11 13:00:00,101,200.0,421.46,189,43,0,6,13,normal,29
2024-02-11 14:00:00,101,350.0,459.62,189,42,0,6,14,normal,7
2024-02-11 15:00:00,101,200.0,431.14,145,20,0,6,15,normal,9
2024-02-11 16:00:00,101,300.0,468.06,184,20,0,6,16,normal,14
2024-02-11 17:00:00,101,450.0,464.42,128,42,0,6,17,normal,3
2024-02-11 18:00:00,101,200.0,426.38,145,29,0,6,18,normal,14
2024-02-11 19:00:00,101,200.0,440.12,140,34,0,6,19,normal,12
2024-02-11 20:00:00,101,500.0,403.51,163,31,0,6,20,normal,5
2024-02-11 21:00:00,101,450.0,428.54,162,44,0,6,21,normal,3
2024-02-11 22:00:00,101,500.0,435.81,165,39,0,6,22,normal,3
2024-02-11 23:00:00,101,300.0,363.22,170,37,0,6,23,normal,12
2024-02-12 00:00:00,101,450.0,395.47,197,30,0,0,0,normal,5
2024-02-12 01:00:00,101,400.0,399.66,222,42,0,0,1,normal,12
2024-02-12 02:00:00,101,350.0,447.35,182,30,0,0,2,normal,6
2024-02-12 03:00:00,101,450.0,442.78,224,45,0,0,3,normal,7
2024-02-12 04:00:00,101,450.0,431.86,220,26,0,0,4,normal,9
2024-02-12 05:00:00,101,300.0,398.02,248,31,1,0,5,normal,30
2024-02-12 06:00:00,101,350.0,390.36,243,20,0,0,6,normal,17
2024-02-12 07:00:00,101,300.0,405.98,238,35,0,0,7,normal,23
2024-02-12 08:00:00,101,400.0,442.83,186,14,0,0,8,normal,8
2024-02-12 09:00:00,101,500.0,411.1,193,29,0,0,9,normal,12
2024-02-12 10:00:00,101,350.0,374.87,243,31,0,0,10,normal,19
2024-02-12 11:00:00,101,300.0,465.48,223,34,0,0,11,normal,15
2024-02-12 12:00:00,101,300.0,418.75,179,38,0,0,12,normal,13
2024-02-12 13:00:00,101,300.0,424.53,180,42,0,0,13,normal,7
2024-02-12 14:00:00,101,450.0,445.44,180,39,0,0,14,normal,4
2024-02-12 15:00:00,101,400.0,391.21,178,41,0,0,15,normal,6
2024-02-12 16:00:00,101,200.0,432.01,188,40,0,0,16,normal,23
2024-02-12 17:00:00,101,500.0,398.32,189,40,0,0,17,normal,9
2024-02-12 18:00:00,101,300.0,457.0,156,42,1,0,18,normal,14
2024-02-12 19:00:00,101,400.0,457.08,188,44,0,0,19,normal,11
2024-02-12 20:00:00,101,200.0,408.85,163,33,0,0,20,normal,15
2024-02-12 21:00:00,101,350.0,424.99,226,32,0,0,21,normal,14
2024-02-12 22:00:00,101,400.0,406.4,205,31,0,0,22,normal,8
2024-02-12 23:00:00,101,500.0,451.32,197,13,0,0,23,normal,3
2024-02-13 00:00:00,101,300.0,389.11,228,31,0,1,0,normal,19
2024-02-13 01:00:00,101,500.0,411.62,222,23,1,1,1,normal,11
2024-02-13 02:00:00,101,300.0,462.48,231,4,1,1,2,normal,17
2024-02-13 03:00:00,101,500.0,409.09,248,32,0,1,3,normal,16
2024-02-13 04:00:00,101,300.0,385.57,242,34,0,1,4,normal,20
2024-02-13 05:00:00,101,300.0,412.63,231,11,0,1,5,normal,19
2024-02-13 06:00:00,101,350.0,448.44,254,35,0,1,6,normal,15
2024-02-13 07:00:00,101,450.0,419.9,248,23,0,1,7,normal,15
2024-02-13 08:00:00,101,300.0,382.51,258,25,0,1,8,normal,14
2024-02-13 09:00:00,101,400.0,414.54,253,3,0,1,9,normal,20
2024-02-13 10:00:00,101,200.0,453.81,235,40,0,1,10,normal,30
2024-02-13 11:00:00,101,400.0,409.02,217,43,0,1,11,normal,11
2024-02-13 12:00:00,101,300.0,457.39,206,24,0,1,12,normal,14
2024-02-13 13:00:00,101,200.0,397.92,218,31,0,1,13,normal,25
2024-02-13 14:00:00,101,300.0,432.62,196,20,0,1,14,normal,19
2024-02-13 15:00:00,101,400.0,407.77,197,44,0,1,15,normal,7
2024-02-13 16:00:00,101,350.0,446.68,215,41,0,1,16,normal,18
2024-02-13 17:00:00,101,300.0,412.43,237,27,1,1,17,normal,18
2024-02-13 18:00:00,101,500.0,392.41,241,31,0,1,18,normal,13
2024-02-13 19:00:00,101,200.0,437.01,222,33,0,1,19,normal,28
2024-02-13 20:00:00,101,500.0,454.46,224,26,0,1,20,normal,9
2024-02-13 21:00:00,101,300.0,449.07,180,24,0,1,21,normal,8
2024-02-13 22:00:00,101,350.0,428.23,206,16,0,1,22,normal,13
2024-02-13 23:00:00,101,500.0,442.13,235,42,0,1,23,normal,7
2024-02-14 00:00:00,101,300.0,417.86,238,36,0,2,0,normal,13
2024-02-14 01:00:00,101,450.0,401.26,225,33,0,2,1,normal,8
2024-02-14 02:00:00,101,450.0,371.47,242,19,0,2,2,normal,12
2024-02-14 03:00:00,101,500.0,436.57,266,30,0,2,3,normal,16
2024-02-14 04:00:00,101,450.0,375.64,246,30,0,2,4,normal,11
2024-02-14 05:00:00,101,450.0,380.23,266,23,0,2,5,normal,10
2024-02-14 06:00:00,101,350.0,369.14,262,44,0,2,6,normal,13
2024-02-14 07:00:00,101,350.0,416.31,229,30,0,2,7,normal,16
2024-02-14 08:00:00,101,350.0,399.29,262,40,0,2,8,normal,15
2024-02-14 09:00:00,101,400.0,438.44,254,22,0,2,9,normal,12
2024-02-14 10:00:00,101,350.0,413.31,257,34,0,2,10,normal,9
2024-02-14 11:00:00,101,400.0,405.42,247,33,0,2,11,normal,14
2024-02-14 12:00:00,101,350.0,417.03,210,22,0,2,12,normal,12
2024-02-14 13:00:00,101,450.0,421.27,233,35,0,2,13,normal,8
2024-02-14 14:00:00,101,200.0,405.66,234,37,0,2,14,normal,27
2024-02-14 15:00:00,101,450.0,413.73,189,32,0,2,15,normal,7
2024-02-14 16:00:00,101,300.0,405.44,211,26,0,2,16,normal,12
2024-02-14 17:00:00,101,500.0,394.61,209,32,0,2,17,normal,7
2024-02-14 18:00:00,101,200.0,411.06,221,52,0,2,18,normal,24
2024-02-14 19:00:00,101,350.0,417.27,229,28,0,2,19,normal,15
2024-02-14 20:00:00,101,500.0,389.39,196,21,0,2,20,normal,6
2024-02-14 21:00:00,101,300.0,435.59,226,50,0,2,21,normal,13
2024-02-14 22:00:00,101,400.0,393.18,250,27,0,2,22,normal,16
2024-02-14 23:00:00,101,400.0,397.73,218,50,0,2,23,normal,11
2024-02-15 00:00:00,101,500.0,417.87,213,24,0,3,0,normal,6
2024-02-15 01:00:00,101,400.0,422.06,185,42,0,3,1,normal,6
2024-02-15 02:00:00,101,500.0,354.45,223,28,0,3,2,normal,10
2024-02-15 03:00:00,101,350.0,386.87,221,31,0,3,3,normal,13
2024-02-15 04:00:00,101,300.0,429.59,244,28,0,3,4,normal,16
2024-02-15 05:00:00,101,350.0,419.71,211,14,0,3,5,normal,10
2024-02-15 06:00:00,101,300.0,399.41,239,25,0,3,6,normal,15
2024-02-15 07:00:00,101,200.0,370.3,216,9,0,3,7,normal,26
2024-02-15 08:00:00,101,400.0,381.24,220,24,0,3,8,normal,6
2024-02-15 09:00:00,101,350.0,399.34,233,24,0,3,9,normal,16
2024-02-15 10:00:00,101,450.0,409.41,238,30,0,3,10,normal,14
2024-02-15 11:00:00,101,350.0,415.52,203,17,0,3,11,normal,10
2024-02-15 12:00:00,101,350.0,419.83,212,26,0,3,12,normal,8
2024-02-15 13:00:00,101,300.0,378.71,225,43,0,3,13,normal,7
2024-02-15 14:00:00,101,500.0,365.58,208,26,0,3,14,normal,9
2024-02-15 15:00:00,101,500.0,429.58,180,31,0,3,15,normal,7
2024-02-15 16:00:00,101,500.0,395.33,201,34,0,3,16,normal,10
2024-02-15 17:00:00,101,300.0,409.5,205,38,0,3,17,normal,16
2024-02-15 18:00:00,101,200.0,393.19,192,29,0,3,18,normal,23
2024-02-15 19:00:00,101,350.0,374.96,187,30,0,3,19,normal,11
2024-02-15 20:00:00,101,300.0,381.88,186,25,0,3,20,normal,12
2024-02-15 21:00:00,101,400.0,386.75,188,14,0,3,21,normal,5
2024-02-15 22:00:00,101,450.0,414.09,217,48,0,3,22,normal,9
2024-02-15 23:00:00,101,500.0,399.11,201,35,0,3,23,normal,3
2024-02-16 00:00:00,101,350.0,412.2,167,23,0,4,0,normal,10
2024-02-16 01:00:00,101,450.0,348.59,201,23,0,4,1,normal,6
2024-02-16 02:00:00,101,450.0,392.8,192,42,0,4,2,normal,8
2024-02-16 03:00:00,101,400.0,397.8,209,24,0,4,3,normal,9
2024-02-16 04:00:00,101,350.0,379.23,228,54,0,4,4,normal,15
2024-02-16 05:00:00,101,300.0,366.98,209,39,0,4,5,normal,13
2024-02-16 06:00:00,101,300.0,393.51,215,34,0,4,6,normal,15
2024-02-16 07:00:00,101,300.0,375.07,221,21,0,4,7,normal,9
2024-02-16 08:00:00,101,350.0,393.06,212,43,0,4,8,normal,9
2024-02-16 09:00:00,101,350.0,400.59,213,23,0,4,9,normal,10
2024-02-16 10:00:00,101,400.0,428.9,202,13,0,4,10,normal,11
2024-02-16 11:00:00,101,300.0,391.96,193,13,0,4,11,normal,20
2024-02-16 12:00:00,101,200.0,379.0,181,11,0,4,12,normal,24
2024-02-16 13:00:00,101,500.0,369.57,176,31,0,4,13,normal,3
2024-02-16 14:00:00,101,450.0,389.88,150,43,0,4,14,normal,10
2024-02-16 15:00:00,101,350.0,406.02,186,21,0,4,15,normal,14
2024-02-16 16:00:00,101,200.0,408.74,177,36,0,4,16,normal,17
2024-02-16 17:00:00,101,500.0,433.97,175,31,0,4,17,normal,9
2024-02-16 18:00:00,101,450.0,403.45,195,16,0,4,18,normal,8
2024-02-16 19:00:00,101,500.0,404.11,185,39,0,4,19,normal,8
2024-02-16 20:00:00,101,450.0,369.89,185,40,0,4,20,normal,5
2024-02-16 21:00:00,101,200.0,393.43,186,18,1,4,21,normal,26
2024-02-16 22:00:00,101,200.0,404.35,180,11,0,4,22,normal,19
2024-02-16 23:00:00,101,450.0,404.51,198,28,0,4,23,normal,11
2024-02-17 00:00:00,101,450.0,360.01,169,39,0,5,0,normal,5
2024-02-17 01:00:00,101,300.0,358.36,181,29,0,5,1,normal,13
2024-02-17 02:00:00,101,400.0,382.62,211,17,0,5,2,normal,10
2024-02-17 03:00:00,101,200.0,396.89,175,38,0,5,3,normal,15
2024-02-17 04:00:00,101,400.0,433.94,179,26,0,5,4,normal,12
2024-02-17 05:00:00,101,400.0,360.94,234,34,1,5,5,normal,19
2024-02-17 06:00:00,101,500.0,390.0,192,30,0,5,6,normal,9
2024-02-17 07:00:00,101,300.0,401.84,167,40,0,5,7,normal,8
2024-02-17 08:00:00,101,400.0,378.24,204,32,0,5,8,normal,13
2024-02-17 09:00:00,101,350.0,369.37,180,31,0,5,9,normal,10
2024-02-17 10:00:00,101,400.0,378.21,187,46,0,5,10,normal,7
2024-02-17 11:00:00,101,400.0,385.65,185,39,1,5,11,normal,10
2024-02-17 12:00:00,101,200.0,386.91,178,33,0,5,12,normal,15
2024-02-17 13:00:00,101,450.0,391.83,165,45,0,5,13,normal,3
2024-02-17 14:00:00,101,300.0,377.87,174,38,0,5,14,normal,10
2024-02-17 15:00:00,101,450.0,414.39,119,34,0,5,15,normal,9
2024-02-17 16:00:00,101,300.0,366.87,149,32,0,5,16,normal,10
2024-02-17 17:00:00,101,200.0,380.86,135,34,0,5,17,normal,13
2024-02-17 18:00:00,101,400.0,408.74,143,32,0,5,18,normal,7
2024-02-17 19:00:00,101,200.0,411.61,149,38,0,5,19,normal,13
2024-02-17 20:00:00,101,400.0,428.99,149,18,0,5,20,normal,5
2024-02-17 21:00:00,101,200.0,361.39,150,31,0,5,21,normal,11
2024-02-17 22:00:00,101,450.0,372.62,164,34,0,5,22,normal,4
2024-02-17 23:00:00,101,400.0,376.03,174,30,0,5,23,normal,7
2024-02-18 00:00:00,101,450.0,366.77,167,35,0,6,0,normal,6
2024-02-18 01:00:00,101,200.0,376.84,183,31,0,6,1,normal,20
2024-02-18 02:00:00,101,200.0,394.62,181,28,0,6,2,normal,18
2024-02-18 03:00:00,101,300.0,307.84,191,32,0,6,3,normal,15
2024-02-18 04:00:00,101,500.0,393.11,195,30,0,6,4,normal,10
2024-02-18 05:00:00,101,400.0,341.77,224,43,0,6,5,normal,14
2024-02-18 06:00:00,101,350.0,365.29,221,42,0,6,6,normal,9
2024-02-18 07:00:00,101,200.0,352.44,181,29,0,6,7,normal,24
2024-02-18 08:00:00,101,300.0,405.76,191,45,0,6,8,normal,15
2024-02-18 09:00:00,101,300.0,380.96,190,25,0,6,9,normal,10
2024-02-18 10:00:00,101,400.0,378.6,213,27,0,6,10,normal,10
2024-02-18 11:00:00,101,350.0,405.94,190,44,0,6,11,normal,14
2024-02-18 12:00:00,101,400.0,393.37,166,28,0,6,12,normal,7
2024-02-18 13:00:00,101,400.0,381.04,183,31,1,6,13,normal,12
2024-02-18 14:00:00,101,350.0,367.12,167,44,0,6,14,normal,8
2024-02-18 15:00:00,101,350.0,407.38,162,35,0,6,15,normal,9
2024-02-18 16:00:00,101,200.0,386.99,158,44,1,6,16,normal,29
2024-02-18 17:00:00,101,300.0,370.45,163,34,0,6,17,normal,15
2024-02-18 18:00:00,101,500.0,351.87,153,36,0,6,18,normal,8
2024-02-18 19:00:00,101,350.0,387.48,145,25,0,6,19,normal,12
2024-02-18 20:00:00,101,200.0,407.26,163,18,0,6,20,normal,13
2024-02-18 21:00:00,101,200.0,360.73,160,18,0,6,21,normal,18
2024-02-18 22:00:00,101,400.0,403.9,175,36,1,6,22,normal,15
2024-02-18 23:00:00,101,500.0,334.38,162,23,0,6,23,normal,8
2024-02-19 00:00:00,101,500.0,346.64,248,30,0,0,0,normal,14
2024-02-19 01:00:00,101,400.0,346.68,191,34,0,0,1,normal,13
2024-02-19 02:00:00,101,400.0,341.47,186,16,0,0,2,normal,11
2024-02-19 03:00:00,101,200.0,377.98,203,34,0,0,3,normal,17
2024-02-19 04:00:00,101,500.0,386.95,243,40,0,0,4,normal,13
2024-02-19 05:00:00,101,200.0,363.63,233,58,0,0,5,normal,25
2024-02-19 06:00:00,101,200.0,354.92,238,31,0,0,6,normal,23
2024-02-19 07:00:00,101,400.0,352.71,220,39,0,0,7,normal,12
2024-02-19 08:00:00,101,500.0,340.63,249,47,1,0,8,normal,13
2024-02-19 09:00:00,101,400.0,355.42,204,47,1,0,9,normal,10
2024-02-19 10:00:00,101,350.0,406.56,203,34,0,0,10,normal,12
2024-02-19 11:00:00,101,500.0,388.92,216,26,0,0,11,normal,7
2024-02-19 12:00:00,101,500.0,355.63,209,24,0,0,12,normal,8
2024-02-19 13:00:00,101,200.0,340.92,179,17,0,0,13,normal,14
2024-02-19 14:00:00,101,500.0,341.97,220,41,0,0,14,normal,9
2024-02-19 15:00:00,101,300.0,333.31,199,47,0,0,15,normal,16
2024-02-19 16:00:00,101,350.0,324.22,184,34,0,0,16,normal,15
2024-02-19 17:00:00,101,400.0,363.93,205,29,1,0,17,normal,18
2024-02-19 18:00:00,101,200.0,379.94,184,36,0,0,18,normal,21
2024-02-19 19:00:00,101,200.0,402.84,179,28,0,0,19,normal,17
2024-02-19 20:00:00,101,350.0,372.64,177,38,0,0,20,normal,15
2024-02-19 21:00:00,101,350.0,391.92,195,31,0,0,21,normal,11
2024-02-19 22:00:00,101,500.0,367.51,206,20,0,0,22,normal,6
2024-02-19 23:00:00,101,200.0,380.12,182,44,0,0,23,normal,17
2024-02-20 00:00:00,101,500.0,403.99,221,34,0,1,0,normal,9
2024-02-20 01:00:00,101,450.0,372.46,209,44,0,1,1,normal,17
2024-02-20 02:00:00,101,350.0,363.02,227,45,0,1,2,normal,15
2024-02-20 03:00:00,101,300.0,367.86,256,30,0,1,3,normal,18
2024-02-20 04:00:00,101,300.0,334.4,250,38,0,1,4,normal,18
2024-02-20 05:00:00,101,350.0,371.57,254,43,0,1,5,normal,10
2024-02-20 06:00:00,101,400.0,307.88,247,38,0,1,6,normal,15
2024-02-20 07:00:00,101,500.0,324.78,239,31,0,1,7,normal,11
2024-02-20 08:00:00,101,450.0,380.49,280,31,0,1,8,normal,15
2024-02-20 09:00:00,101,200.0,350.89,248,28,0,1,9,normal,28
2024-02-20 10:00:00,101,400.0,380.0,236,46,0,1,10,normal,12
2024-02-20 11:00:00,101,300.0,371.81,226,45,0,1,11,normal,15
2024-02-20 12:00:00,101,400.0,336.35,235,33,0,1,12,normal,10
2024-02-20 13:00:00,101,400.0,391.86,209,34,0,1,13,normal,7
2024-02-20 14:00:00,101,200.0,356.05,222,48,0,1,14,normal,18
2024-02-20 15:00:00,101,400.0,367.73,195,35,0,1,15,normal,12
2024-02-20 16:00:00,101,400.0,360.6,208,39,0,1,16,normal,7
2024-02-20 17:00:00,101,500.0,353.19,211,39,0,1,17,normal,10
2024-02-20 18:00:00,101,450.0,344.2,190,28,0,1,18,normal,9
2024-02-20 19:00:00,101,200.0,363.78,215,35,0,1,19,normal,19
2024-02-20 20:00:00,101,400.0,355.18,183,35,0,1,20,normal,4
2024-02-20 21:00:00,101,450.0,349.13,202,43,0,1,21,normal,7
2024-02-20 22:00:00,101,450.0,380.93,201,38,0,1,22,normal,11
2024-02-20 23:00:00,101,450.0,350.21,218,45,0,1,23,normal,12
2024-02-21 00:00:00,101,350.0,339.98,246,54,0,2,0,normal,17
2024-02-21 01:00:00,101,400.0,329.03,226,51,0,2,1,normal,15
2024-02-21 02:00:00,101,500.0,343.53,254,35,0,2,2,normal,11
2024-02-21 03:00:00,101,350.0,330.33,221,30,0,2,3,normal,18
2024-02-21 04:00:00,101,400.0,356.18,260,34,0,2,4,normal,16
2024-02-21 05:00:00,101,200.0,334.45,258,41,0,2,5,normal,34
2024-02-21 06:00:00,101,350.0,376.02,250,39,0,2,6,normal,25
2024-02-21 07:00:00,101,400.0,312.74,243,56,0,2,7,normal,17
2024-02-21 08:00:00,101,300.0,354.7,232,47,0,2,8,normal,25
2024-02-21 09:00:00,101,450.0,305.36,231,44,0,2,9,normal,6
2024-02-21 10:00:00,101,350.0,346.23,230,44,0,2,10,normal,12
2024-02-21 11:00:00,101,200.0,335.1,258,43,0,2,11,normal,25
2024-02-21 12:00:00,101,200.0,360.76,244,61,0,2,12,normal,31
2024-02-21 13:00:00,101,500.0,345.83,220,55,0,2,13,normal,8
2024-02-21 14:00:00,101,200.0,373.41,212,33,0,2,14,normal,23
2024-02-21 15:00:00,101,400.0,361.6,220,63,0,2,15,normal,13
2024-02-21 16:00:00,101,350.0,302.56,200,55,0,2,16,normal,9
2024-02-21 17:00:00,101,500.0,340.19,205,52,0,2,17,normal,8
2024-02-21 18:00:00,101,350.0,343.13,217,60,0,2,18,normal,11
2024-02-21 19:00:00,101,450.0,366.37,183,27,0,2,19,normal,4
2024-02-21 20:00:00,101,200.0,375.38,234,32,0,2,20,normal,24
2024-02-21 21:00:00,101,400.0,358.96,197,27,0,2,21,normal,14
2024-02-21 22:00:00,101,350.0,388.28,226,39,0,2,22,normal,20
2024-02-21 23:00:00,101,500.0,357.68,236,39,0,2,23,normal,15
2024-02-22 00:00:00,101,200.0,366.25,218,59,0,3,0,normal,19
2024-02-22 01:00:00,101,350.0,360.27,241,54,0,3,1,normal,17
2024-02-22 02:00:00,101,350.0,399.75,242,50,0,3,2,normal,22
2024-02-22 03:00:00,101,200.0,357.53,211,55,0,3,3,normal,16
2024-02-22 04:00:00,101,500.0,369.34,226,59,0,3,4,normal,11
2024-02-22 05:00:00,101,500.0,382.11,230,42,0,3,5,normal,8
2024-02-22 06:00:00,101,500.0,363.99,232,46,0,3,6,normal,7
2024-02-22 07:00:00,101,450.0,363.16,202,49,0,3,7,normal,6
